properties.ObjectId,properties.StopID,properties.PID,properties.actionTakenDuringStop,properties.personSearchConsentGiven,properties.propertySearchConsentGiven
1,5873,1,None,NULL,NULL
2,5839,1,None,NULL,NULL
3,5782,1,Curbside detention,NULL,NULL
4,6014,1,Handcuffed or flex cuffed,NULL,NULL
5,5874,1,Handcuffed or flex cuffed,NULL,NULL
6,6014,1,Search of person was conducted,NULL,NULL
7,5840,1,None,NULL,NULL
8,5785,1,None,NULL,NULL
9,5874,1,Patrol car detention,NULL,NULL
10,6015,1,None,NULL,NULL
11,5841,1,None,NULL,NULL
12,5874,1,Search of property was conducted,NULL,NULL
13,5786,1,Curbside detention,NULL,NULL
14,6016,1,Handcuffed or flex cuffed,NULL,NULL
15,5787,1,Handcuffed or flex cuffed,NULL,NULL
16,5841,2,None,NULL,NULL
17,5875,1,Curbside detention,NULL,NULL
18,5842,1,Person removed from vehicle by order,NULL,NULL
19,6016,1,Search of person was conducted,NULL,NULL
20,5787,1,Property was seized,NULL,NULL
21,5843,1,Curbside detention,NULL,NULL
22,5876,1,None,NULL,NULL
23,6017,1,None,NULL,NULL
24,5877,1,None,NULL,NULL
25,5787,1,Search of person was conducted,NULL,NULL
26,5843,1,Search of person was conducted,NULL,NULL
27,6018,1,None,NULL,NULL
28,5878,1,None,NULL,NULL
29,5788,1,None,NULL,NULL
30,5844,1,None,NULL,NULL
31,6019,1,None,NULL,NULL
32,5879,1,Patrol car detention,NULL,NULL
33,5789,1,None,NULL,NULL
34,6020,1,None,NULL,NULL
35,5845,1,Person removed from vehicle by order,NULL,NULL
36,6021,1,None,NULL,NULL
37,5880,1,Curbside detention,NULL,NULL
38,5790,1,None,NULL,NULL
39,6022,1,Curbside detention,NULL,NULL
40,5845,1,Search of person was conducted,NULL,NULL
41,5881,1,None,NULL,NULL
42,6023,1,Handcuffed or flex cuffed,NULL,NULL
43,5791,1,Curbside detention,NULL,NULL
44,5845,1,Search of property was conducted,NULL,NULL
45,6023,1,Search of person was conducted,NULL,NULL
46,5882,1,Curbside detention,NULL,NULL
47,5845,2,None,NULL,NULL
48,5792,1,None,NULL,NULL
49,6024,1,None,NULL,NULL
50,5883,1,Curbside detention,NULL,NULL
51,5846,1,Curbside detention,NULL,NULL
52,5793,1,Asked for consent to search person,NULL,NULL
53,5883,1,Search of person was conducted,NULL,NULL
54,6025,1,None,NULL,NULL
55,5846,1,Search of person was conducted,NULL,NULL
56,5793,1,Curbside detention,NULL,NULL
57,5883,1,Search of property was conducted,NULL,NULL
58,6026,1,None,NULL,NULL
59,5847,1,Handcuffed or flex cuffed,NULL,NULL
60,5884,1,None,NULL,NULL
61,5794,1,Curbside detention,NULL,NULL
62,5885,1,Curbside detention,NULL,NULL
63,6027,1,None,NULL,NULL
64,5847,1,Patrol car detention,NULL,NULL
65,5794,1,Handcuffed or flex cuffed,NULL,NULL
66,5885,1,Person removed from vehicle by order,NULL,NULL
67,6028,1,Curbside detention,NULL,NULL
68,5885,1,Search of person was conducted,NULL,NULL
69,5794,1,Patrol car detention,NULL,NULL
70,5847,1,Search of person was conducted,NULL,NULL
71,5885,1,Search of property was conducted,NULL,NULL
72,6028,1,Search of person was conducted,NULL,NULL
73,5794,1,Search of person was conducted,NULL,NULL
74,5848,1,None,NULL,NULL
75,5886,1,Curbside detention,NULL,NULL
76,6029,1,Handcuffed or flex cuffed,NULL,NULL
77,5795,1,None,NULL,NULL
78,5849,1,Curbside detention,NULL,NULL
79,5887,1,None,NULL,NULL
80,6029,1,Search of person was conducted,NULL,NULL
81,5849,1,Search of person was conducted,NULL,NULL
82,5796,1,Asked for consent to search person,TRUE,NULL
83,5850,1,None,NULL,NULL
84,5888,1,None,NULL,NULL
85,6030,1,None,NULL,NULL
86,5889,1,None,NULL,NULL
87,5796,1,Curbside detention,NULL,NULL
88,5851,1,None,NULL,NULL
89,5797,1,None,NULL,NULL
90,6031,1,Handcuffed or flex cuffed,NULL,NULL
91,5890,1,None,NULL,NULL
92,5976,1,Curbside detention,NULL,NULL
93,5940,1,Curbside detention,NULL,NULL
94,5798,1,Curbside detention,NULL,NULL
95,5852,1,None,NULL,NULL
96,6031,1,Property was seized,NULL,NULL
97,5798,1,Search of property was conducted,NULL,NULL
98,5941,1,Curbside detention,NULL,NULL
99,5977,1,Curbside detention,NULL,NULL
100,5891,1,None,NULL,NULL
101,6031,1,Search of person was conducted,NULL,NULL
102,5853,1,None,NULL,NULL
103,5799,1,Curbside detention,NULL,NULL
104,5891,2,None,NULL,NULL
105,6031,2,None,NULL,NULL
106,5854,1,Patrol car detention,NULL,NULL
107,5800,1,Search of person was conducted,NULL,NULL
108,5891,3,None,NULL,NULL
109,6033,1,Patrol car detention,NULL,NULL
110,5855,1,Curbside detention,NULL,NULL
111,5801,1,Curbside detention,NULL,NULL
112,5892,1,None,NULL,NULL
113,6034,1,None,NULL,NULL
114,5856,1,Curbside detention,NULL,NULL
115,5801,1,Handcuffed or flex cuffed,NULL,NULL
116,5893,1,Curbside detention,NULL,NULL
117,6035,1,Handcuffed or flex cuffed,NULL,NULL
118,5857,1,Curbside detention,NULL,NULL
119,5801,1,Search of person was conducted,NULL,NULL
120,5894,1,Curbside detention,NULL,NULL
121,6035,1,Search of person was conducted,NULL,NULL
122,5858,1,None,NULL,NULL
123,5802,1,None,NULL,NULL
124,5894,1,Search of person was conducted,NULL,NULL
125,6036,1,None,NULL,NULL
126,5859,1,None,NULL,NULL
127,5804,1,None,NULL,NULL
128,5895,1,Curbside detention,NULL,NULL
129,6037,1,Handcuffed or flex cuffed,NULL,NULL
130,5860,1,None,NULL,NULL
131,5805,1,None,NULL,NULL
132,5895,1,Search of person was conducted,NULL,NULL
133,6037,1,Search of person was conducted,NULL,NULL
134,5861,1,Patrol car detention,NULL,NULL
135,5806,1,None,NULL,NULL
136,5896,1,None,NULL,NULL
137,6038,1,Person removed from vehicle by order,NULL,NULL
138,5862,1,None,NULL,NULL
139,5863,1,None,NULL,NULL
140,5864,1,Curbside detention,NULL,NULL
141,5865,1,Curbside detention,NULL,NULL
142,5866,1,Curbside detention,NULL,NULL
143,5866,1,Search of person was conducted,NULL,NULL
144,5867,1,Patrol car detention,NULL,NULL
145,5868,1,None,NULL,NULL
146,5869,1,None,NULL,NULL
147,5870,1,None,NULL,NULL
148,5871,1,Patrol car detention,NULL,NULL
149,5871,1,Search of person was conducted,NULL,NULL
150,5871,2,Patrol car detention,NULL,NULL
151,5871,2,Search of person was conducted,NULL,NULL
152,5871,3,Patrol car detention,NULL,NULL
153,5871,3,Search of person was conducted,NULL,NULL
154,5871,3,Search of property was conducted,NULL,NULL
155,5872,1,None,NULL,NULL
156,5942,1,None,NULL,NULL
157,5978,1,Patrol car detention,NULL,NULL
158,5807,1,Field sobriety test conducted,NULL,NULL
159,6039,1,None,NULL,NULL
160,5897,1,None,NULL,NULL
161,5979,1,None,NULL,NULL
162,5943,1,Asked for consent to search person,TRUE,NULL
163,5807,1,Search of property was conducted,NULL,NULL
164,6040,1,Handcuffed or flex cuffed,NULL,NULL
165,5898,1,Curbside detention,NULL,NULL
166,5980,1,None,NULL,NULL
167,5943,1,Asked for consent to search property,NULL,TRUE
168,5808,1,Handcuffed or flex cuffed,NULL,NULL
169,6040,1,Search of person was conducted,NULL,NULL
170,5898,1,Search of person was conducted,NULL,NULL
171,5906,1,None,NULL,NULL
172,5981,1,Curbside detention,NULL,NULL
173,5943,1,Person removed from vehicle by order,NULL,NULL
174,5808,1,Search of person was conducted,NULL,NULL
175,6041,1,None,NULL,NULL
176,5899,1,Curbside detention,NULL,NULL
177,5907,1,None,NULL,NULL
178,5982,1,Asked for consent to search person,TRUE,NULL
179,5943,1,Search of person was conducted,NULL,NULL
180,5809,1,None,NULL,NULL
181,6042,1,None,NULL,NULL
182,5899,2,Curbside detention,NULL,NULL
183,5908,1,None,NULL,NULL
184,5982,1,Asked for consent to search property,NULL,TRUE
185,5944,1,None,NULL,NULL
186,5810,1,Curbside detention,NULL,NULL
187,6043,1,Patrol car detention,NULL,NULL
188,5901,1,Patrol car detention,NULL,NULL
189,5909,1,Curbside detention,NULL,NULL
190,5982,1,Patrol car detention,NULL,NULL
191,5945,1,None,NULL,NULL
192,5811,1,Handcuffed or flex cuffed,NULL,NULL
193,6044,1,Curbside detention,NULL,NULL
194,5901,1,Search of person was conducted,NULL,NULL
195,5910,1,Handcuffed or flex cuffed,NULL,NULL
196,5983,1,Patrol car detention,NULL,NULL
197,5816,1,None,NULL,NULL
198,5946,1,None,NULL,NULL
199,5811,1,Search of person was conducted,NULL,NULL
200,6044,1,Search of person was conducted,NULL,NULL
201,5902,1,Patrol car detention,NULL,NULL
202,5911,1,Asked for consent to search person,TRUE,NULL
203,5984,1,Curbside detention,NULL,NULL
204,5817,1,Handcuffed or flex cuffed,NULL,NULL
205,5947,1,None,NULL,NULL
206,5812,1,Curbside detention,NULL,NULL
207,6045,1,Curbside detention,NULL,NULL
208,5902,1,Property was seized,NULL,NULL
209,5911,1,Curbside detention,NULL,NULL
210,5985,1,None,NULL,NULL
211,5817,1,Patrol car detention,NULL,NULL
212,5948,1,None,NULL,NULL
213,5812,1,Person removed from vehicle by order,NULL,NULL
214,6045,1,Patrol car detention,NULL,NULL
215,5902,1,Search of person was conducted,NULL,NULL
216,5911,2,Asked for consent to search person,TRUE,NULL
217,5986,1,None,NULL,NULL
218,5817,1,Search of property was conducted,NULL,NULL
219,5949,1,None,NULL,NULL
220,5812,1,Property was seized,NULL,NULL
221,6045,1,Physical or Vehicle contact,NULL,NULL
222,5903,1,Asked for consent to search person,TRUE,NULL
223,5911,2,Curbside detention,NULL,NULL
224,5987,1,None,NULL,NULL
225,5950,1,None,NULL,NULL
226,5818,1,None,NULL,NULL
227,5951,1,Asked for consent to search person,TRUE,NULL
228,5812,1,Search of person was conducted,NULL,NULL
229,6045,1,Property was seized,NULL,NULL
230,5903,1,Curbside detention,NULL,NULL
231,5911,2,Property was seized,NULL,NULL
232,5819,1,None,NULL,NULL
233,5813,1,Curbside detention,NULL,NULL
234,5951,1,Curbside detention,NULL,NULL
235,5988,1,None,NULL,NULL
236,5903,1,Property was seized,NULL,NULL
237,5912,1,Handcuffed or flex cuffed,NULL,NULL
238,5820,1,None,NULL,NULL
239,5813,1,Handcuffed or flex cuffed,NULL,NULL
240,6045,1,Search of person was conducted,NULL,NULL
241,5989,1,None,NULL,NULL
242,5952,1,None,NULL,NULL
243,5904,1,None,NULL,NULL
244,5912,1,Search of person was conducted,NULL,NULL
245,5821,1,None,NULL,NULL
246,5813,1,Search of person was conducted,NULL,NULL
247,6045,1,Search of property was conducted,NULL,NULL
248,5990,1,None,NULL,NULL
249,5953,1,None,NULL,NULL
250,5905,1,None,NULL,NULL
251,5913,1,None,NULL,NULL
252,5822,1,None,NULL,NULL
253,5813,1,Vehicle impounded,NULL,NULL
254,6046,1,None,NULL,NULL
255,5991,1,Curbside detention,NULL,NULL
256,5954,1,Asked for consent to search person,TRUE,NULL
257,5914,1,None,NULL,NULL
258,5822,2,None,NULL,NULL
259,5814,1,None,NULL,NULL
260,6046,2,None,NULL,NULL
261,5992,1,Curbside detention,NULL,NULL
262,5954,1,Curbside detention,NULL,NULL
263,5915,1,Handcuffed or flex cuffed,NULL,NULL
264,5823,1,Curbside detention,NULL,NULL
265,5815,1,None,NULL,NULL
266,5993,1,Curbside detention,NULL,NULL
267,5955,1,Handcuffed or flex cuffed,NULL,NULL
268,5915,1,Property was seized,NULL,NULL
269,5823,1,Search of person was conducted,NULL,NULL
270,5994,1,Vehicle impounded,NULL,NULL
271,5955,1,Search of person was conducted,NULL,NULL
272,5915,1,Search of person was conducted,NULL,NULL
273,5823,2,Curbside detention,NULL,NULL
274,5994,2,None,NULL,NULL
275,5956,1,None,NULL,NULL
276,5916,1,Curbside detention,NULL,NULL
277,5823,2,Search of person was conducted,NULL,NULL
278,5995,1,None,NULL,NULL
279,5957,1,None,NULL,NULL
280,5917,1,None,NULL,NULL
281,5823,3,Curbside detention,NULL,NULL
282,5996,1,Curbside detention,NULL,NULL
283,5958,1,None,NULL,NULL
284,5918,1,None,NULL,NULL
285,5823,3,Search of person was conducted,NULL,NULL
286,5997,1,None,NULL,NULL
287,5959,1,None,NULL,NULL
288,5919,1,None,NULL,NULL
289,5824,1,None,NULL,NULL
290,5998,1,None,NULL,NULL
291,5960,1,Curbside detention,NULL,NULL
292,5920,1,None,NULL,NULL
293,5826,1,None,NULL,NULL
294,5999,1,None,NULL,NULL
295,5960,1,Search of person was conducted,NULL,NULL
296,5921,1,Patrol car detention,NULL,NULL
297,5827,1,Person removed from vehicle by order,NULL,NULL
298,6000,1,None,NULL,NULL
299,5961,1,None,NULL,NULL
300,5922,1,Asked for consent to search person,TRUE,NULL
301,5827,1,Search of person was conducted,NULL,NULL
302,6001,1,Asked for consent to search person,TRUE,NULL
303,5962,1,None,NULL,NULL
304,5922,1,Handcuffed or flex cuffed,NULL,NULL
305,5828,1,Curbside detention,NULL,NULL
306,6001,1,Asked for consent to search property,NULL,TRUE
307,5963,1,None,NULL,NULL
308,5923,1,Curbside detention,NULL,NULL
309,5828,1,Search of person was conducted,NULL,NULL
310,6001,1,Handcuffed or flex cuffed,NULL,NULL
311,5964,1,Handcuffed or flex cuffed,NULL,NULL
312,5964,1,Search of person was conducted,NULL,NULL
313,5964,1,Search of property was conducted,NULL,NULL
314,5965,1,Curbside detention,NULL,NULL
315,5965,1,Person removed from vehicle by order,NULL,NULL
316,5966,1,Curbside detention,NULL,NULL
317,5967,1,None,NULL,NULL
318,5968,1,None,NULL,NULL
319,5969,1,Handcuffed or flex cuffed,NULL,NULL
320,5969,1,Search of person was conducted,NULL,NULL
321,5970,1,Asked for consent to search person,TRUE,NULL
322,5970,1,Curbside detention,NULL,NULL
323,5971,1,Asked for consent to search person,TRUE,NULL
324,5971,1,Curbside detention,NULL,NULL
325,5972,1,Curbside detention,NULL,NULL
326,5973,1,None,NULL,NULL
327,5974,1,None,NULL,NULL
328,5975,1,Curbside detention,NULL,NULL
329,5975,1,Search of person was conducted,NULL,NULL
330,6001,1,Property was seized,NULL,NULL
331,5923,2,Curbside detention,NULL,NULL
332,5829,1,Person removed from vehicle by order,NULL,NULL
333,6001,1,Search of person was conducted,NULL,NULL
334,5924,1,None,NULL,NULL
335,5830,1,None,NULL,NULL
336,6001,1,Search of property was conducted,NULL,NULL
337,5925,1,Curbside detention,NULL,NULL
338,5831,1,None,NULL,NULL
339,6002,1,None,NULL,NULL
340,5925,1,Search of person was conducted,NULL,NULL
341,5832,1,Handcuffed or flex cuffed,NULL,NULL
342,6003,1,Handcuffed or flex cuffed,NULL,NULL
343,5926,1,None,NULL,NULL
344,5832,1,Search of person was conducted,NULL,NULL
345,6003,1,Search of person was conducted,NULL,NULL
346,5927,1,None,NULL,NULL
347,5833,1,None,NULL,NULL
348,6004,1,None,NULL,NULL
349,5928,1,Patrol car detention,NULL,NULL
350,5834,1,Curbside detention,NULL,NULL
351,6005,1,None,NULL,NULL
352,5929,1,Handcuffed or flex cuffed,NULL,NULL
353,5834,1,Search of person was conducted,NULL,NULL
354,6006,1,None,NULL,NULL
355,5929,1,Patrol car detention,NULL,NULL
356,5834,2,Curbside detention,NULL,NULL
357,6007,1,Handcuffed or flex cuffed,NULL,NULL
358,5929,1,Search of person was conducted,NULL,NULL
359,5834,2,Search of person was conducted,NULL,NULL
360,6008,1,Curbside detention,NULL,NULL
361,5930,1,None,NULL,NULL
362,5834,3,Curbside detention,NULL,NULL
363,6008,1,Search of person was conducted,NULL,NULL
364,5931,1,Handcuffed or flex cuffed,NULL,NULL
365,5834,3,Search of person was conducted,NULL,NULL
366,6009,1,Curbside detention,NULL,NULL
367,5931,1,Search of person was conducted,NULL,NULL
368,5835,1,None,NULL,NULL
369,6010,1,None,NULL,NULL
370,5932,1,None,NULL,NULL
371,5836,1,Curbside detention,NULL,NULL
372,6011,1,Patrol car detention,NULL,NULL
373,5933,1,Curbside detention,NULL,NULL
374,5836,1,Property was seized,NULL,NULL
375,6011,1,Search of person was conducted,NULL,NULL
376,5933,1,Search of person was conducted,NULL,NULL
377,5836,1,Search of person was conducted,NULL,NULL
378,6012,1,Curbside detention,NULL,NULL
379,5934,1,None,NULL,NULL
380,5836,2,Asked for consent to search person,TRUE,NULL
381,6013,1,Patrol car detention,NULL,NULL
382,5935,1,None,NULL,NULL
383,5836,2,Curbside detention,NULL,NULL
384,6014,1,Curbside detention,NULL,NULL
385,5936,1,None,NULL,NULL
386,5836,2,Property was seized,NULL,NULL
387,5937,1,None,NULL,NULL
388,5836,2,Search of person was conducted,NULL,NULL
389,5938,1,Handcuffed or flex cuffed,NULL,NULL
390,5836,3,Asked for consent to search person,TRUE,NULL
391,5938,1,Patrol car detention,NULL,NULL
392,5836,3,Curbside detention,NULL,NULL
393,5836,3,Property was seized,NULL,NULL
394,5836,3,Search of person was conducted,NULL,NULL
395,5837,1,None,NULL,NULL
396,5838,1,Curbside detention,NULL,NULL
397,5838,1,Search of person was conducted,NULL,NULL
398,5838,1,Search of property was conducted,NULL,NULL
399,5939,1,Asked for consent to search person,NULL,NULL
400,5939,1,Curbside detention,NULL,NULL
401,6047,1,None,NULL,NULL
402,6048,1,None,NULL,NULL
403,6049,1,Curbside detention,NULL,NULL
404,6050,1,None,NULL,NULL
405,6050,2,None,NULL,NULL
406,6051,1,None,NULL,NULL
407,6052,1,None,NULL,NULL
408,6053,1,None,NULL,NULL
409,6054,1,None,NULL,NULL
410,6055,1,None,NULL,NULL
411,6055,2,None,NULL,NULL
412,6056,1,None,NULL,NULL
413,6056,2,None,NULL,NULL
414,6057,1,Field sobriety test conducted,NULL,NULL
415,6057,1,Handcuffed or flex cuffed,NULL,NULL
416,6057,1,Search of person was conducted,NULL,NULL
417,6057,1,Vehicle impounded,NULL,NULL
418,6058,1,Patrol car detention,NULL,NULL
419,6059,1,Patrol car detention,NULL,NULL
420,6060,1,Electronic control device used,NULL,NULL
421,6060,1,Handcuffed or flex cuffed,NULL,NULL
422,6060,1,Person photographed,NULL,NULL
423,6060,1,Physical or Vehicle contact,NULL,NULL
424,6060,1,Search of person was conducted,NULL,NULL
425,6061,1,Curbside detention,NULL,NULL
426,6061,2,Curbside detention,NULL,NULL
427,6061,3,Curbside detention,NULL,NULL
428,6062,1,None,NULL,NULL
429,6063,1,Curbside detention,NULL,NULL
430,6063,2,Curbside detention,NULL,NULL
431,6064,1,Handcuffed or flex cuffed,NULL,NULL
432,6064,1,Patrol car detention,NULL,NULL
433,6064,1,Person removed from vehicle by order,NULL,NULL
434,6064,1,Person removed from vehicle by physical contact,NULL,NULL
435,6064,1,Physical or Vehicle contact,NULL,NULL
436,6064,1,Search of person was conducted,NULL,NULL
437,6064,1,Vehicle impounded,NULL,NULL
438,6065,1,None,NULL,NULL
439,6066,1,None,NULL,NULL
440,6067,1,Patrol car detention,NULL,NULL
441,6068,1,Handcuffed or flex cuffed,NULL,NULL
442,6068,1,Search of person was conducted,NULL,NULL
443,6069,1,Handcuffed or flex cuffed,NULL,NULL
444,6070,1,None,NULL,NULL
445,6071,1,None,NULL,NULL
446,6072,1,Patrol car detention,NULL,NULL
447,6073,1,None,NULL,NULL
448,6074,1,None,NULL,NULL
449,6075,1,Person removed from vehicle by order,NULL,NULL
450,6076,1,None,NULL,NULL
451,6269,1,Curbside detention,NULL,NULL
452,6269,1,Physical or Vehicle contact,NULL,NULL
453,6270,1,Curbside detention,NULL,NULL
454,6271,1,None,NULL,NULL
455,6272,1,Handcuffed or flex cuffed,NULL,NULL
456,6272,1,Patrol car detention,NULL,NULL
457,6272,1,Search of person was conducted,NULL,NULL
458,6273,1,Handcuffed or flex cuffed,NULL,NULL
459,6274,1,None,NULL,NULL
460,6275,1,Handcuffed or flex cuffed,NULL,NULL
461,6275,1,Search of person was conducted,NULL,NULL
462,6276,1,Curbside detention,NULL,NULL
463,6276,1,Search of person was conducted,NULL,NULL
464,6277,1,None,NULL,NULL
465,6278,1,None,NULL,NULL
466,6279,1,Patrol car detention,NULL,NULL
467,6279,1,Search of person was conducted,NULL,NULL
468,6279,2,Patrol car detention,NULL,NULL
469,6279,2,Search of person was conducted,NULL,NULL
470,6280,1,Patrol car detention,NULL,NULL
471,6280,1,Physical or Vehicle contact,NULL,NULL
472,6281,1,Asked for consent to search person,TRUE,NULL
473,6281,1,Curbside detention,NULL,NULL
474,6282,1,Curbside detention,NULL,NULL
475,6282,1,Handcuffed or flex cuffed,NULL,NULL
476,6282,1,Property was seized,NULL,NULL
477,6282,1,Search of person was conducted,NULL,NULL
478,6283,1,Asked for consent to search person,TRUE,NULL
479,6283,1,Curbside detention,NULL,NULL
480,6283,1,Person removed from vehicle by order,NULL,NULL
481,6284,1,Asked for consent to search person,TRUE,NULL
482,6284,1,Curbside detention,NULL,NULL
483,6285,1,None,NULL,NULL
484,6286,1,None,NULL,NULL
485,6287,1,None,NULL,NULL
486,6288,1,None,NULL,NULL
487,6289,1,None,NULL,NULL
488,6290,1,Curbside detention,NULL,NULL
489,6291,1,None,NULL,NULL
490,6292,1,Handcuffed or flex cuffed,NULL,NULL
491,6292,1,Search of person was conducted,NULL,NULL
492,6292,1,Search of property was conducted,NULL,NULL
493,6293,1,Asked for consent to search property,NULL,TRUE
494,6293,1,Curbside detention,NULL,NULL
495,6293,2,Curbside detention,NULL,NULL
496,6294,1,None,NULL,NULL
497,6295,1,None,NULL,NULL
498,6295,2,None,NULL,NULL
499,6296,1,None,NULL,NULL
500,6297,1,Asked for consent to search person,TRUE,NULL
501,6117,1,Handcuffed or flex cuffed,NULL,NULL
502,6117,1,Patrol car detention,NULL,NULL
503,6117,1,Search of person was conducted,NULL,NULL
504,6118,1,None,NULL,NULL
505,6119,1,None,NULL,NULL
506,6121,1,None,NULL,NULL
507,6123,1,None,NULL,NULL
508,6124,1,None,NULL,NULL
509,6125,1,None,NULL,NULL
510,6125,2,None,NULL,NULL
511,6126,1,Handcuffed or flex cuffed,NULL,NULL
512,6126,1,Search of person was conducted,NULL,NULL
513,6127,1,None,NULL,NULL
514,6129,1,None,NULL,NULL
515,6130,1,Curbside detention,NULL,NULL
516,6130,1,Search of person was conducted,NULL,NULL
517,6130,1,Search of property was conducted,NULL,NULL
518,6131,1,None,NULL,NULL
519,6132,1,Curbside detention,NULL,NULL
520,6132,1,Search of person was conducted,NULL,NULL
521,6133,1,Curbside detention,NULL,NULL
522,6133,1,Property was seized,NULL,NULL
523,6133,2,Curbside detention,NULL,NULL
524,6133,3,Curbside detention,NULL,NULL
525,6133,4,Curbside detention,NULL,NULL
526,6134,1,Handcuffed or flex cuffed,NULL,NULL
527,6134,1,Patrol car detention,NULL,NULL
528,6134,1,Search of person was conducted,NULL,NULL
529,6134,1,Search of property was conducted,NULL,NULL
530,6135,1,None,NULL,NULL
531,6136,1,None,NULL,NULL
532,6137,1,Curbside detention,NULL,NULL
533,6138,1,Curbside detention,NULL,NULL
534,6139,1,Curbside detention,NULL,NULL
535,6140,1,None,NULL,NULL
536,6141,1,None,NULL,NULL
537,6142,1,Handcuffed or flex cuffed,NULL,NULL
538,6142,1,Search of person was conducted,NULL,NULL
539,6143,1,Curbside detention,NULL,NULL
540,6143,1,Search of person was conducted,NULL,NULL
541,6144,1,None,NULL,NULL
542,6145,1,Asked for consent to search property,NULL,TRUE
543,6145,1,Firearm pointed at person,NULL,NULL
544,6145,1,Person removed from vehicle by order,NULL,NULL
545,6145,1,Property was seized,NULL,NULL
546,6145,1,Search of person was conducted,NULL,NULL
547,6145,1,Search of property was conducted,NULL,NULL
548,6146,1,Curbside detention,NULL,NULL
549,6146,1,Search of person was conducted,NULL,NULL
550,6147,1,None,NULL,NULL
551,6178,4,Patrol car detention,NULL,NULL
552,6178,4,Search of person was conducted,NULL,NULL
553,6178,5,Patrol car detention,NULL,NULL
554,6178,5,Search of person was conducted,NULL,NULL
555,6178,6,Patrol car detention,NULL,NULL
556,6178,6,Search of person was conducted,NULL,NULL
557,6178,7,Patrol car detention,NULL,NULL
558,6178,7,Search of person was conducted,NULL,NULL
559,6241,1,None,NULL,NULL
560,6211,1,Search of person was conducted,NULL,NULL
561,6179,1,None,NULL,NULL
562,6180,1,Handcuffed or flex cuffed,NULL,NULL
563,6181,1,None,NULL,NULL
564,6182,1,None,NULL,NULL
565,6182,2,None,NULL,NULL
566,6183,1,None,NULL,NULL
567,6184,1,None,NULL,NULL
568,6185,1,None,NULL,NULL
569,6186,1,None,NULL,NULL
570,6187,1,Asked for consent to search person,TRUE,NULL
571,6187,1,Curbside detention,NULL,NULL
572,6188,1,None,NULL,NULL
573,6189,1,None,NULL,NULL
574,6190,1,None,NULL,NULL
575,6191,1,Field sobriety test conducted,NULL,NULL
576,6191,1,Patrol car detention,NULL,NULL
577,6191,1,Search of person was conducted,NULL,NULL
578,6192,1,None,NULL,NULL
579,6148,1,Physical or Vehicle contact,NULL,NULL
580,6193,1,None,NULL,NULL
581,6194,1,Person removed from vehicle by order,NULL,NULL
582,6195,1,None,NULL,NULL
583,6196,1,None,NULL,NULL
584,6197,1,None,NULL,NULL
585,6197,2,None,NULL,NULL
586,6197,3,None,NULL,NULL
587,6198,1,None,NULL,NULL
588,6199,1,None,NULL,NULL
589,6200,1,None,NULL,NULL
590,6201,1,None,NULL,NULL
591,6202,1,None,NULL,NULL
592,6203,1,None,NULL,NULL
593,6203,2,None,NULL,NULL
594,6204,1,Curbside detention,NULL,NULL
595,6205,1,None,NULL,NULL
596,6206,1,Patrol car detention,NULL,NULL
597,6206,1,Search of person was conducted,NULL,NULL
598,6207,1,Person removed from vehicle by order,NULL,NULL
599,6208,1,Search of person was conducted,NULL,NULL
600,6209,1,None,NULL,NULL
601,6210,1,Handcuffed or flex cuffed,NULL,NULL
602,6210,1,Search of property was conducted,NULL,NULL
603,6211,1,Curbside detention,NULL,NULL
604,6212,1,None,NULL,NULL
605,6213,1,None,NULL,NULL
606,6214,1,None,NULL,NULL
607,6216,1,Handcuffed or flex cuffed,NULL,NULL
608,6216,1,Patrol car detention,NULL,NULL
609,6216,1,Search of person was conducted,NULL,NULL
610,6217,1,None,NULL,NULL
611,6218,1,Curbside detention,NULL,NULL
612,6218,1,Search of person was conducted,NULL,NULL
613,6219,1,None,NULL,NULL
614,6220,1,Asked for consent to search person,TRUE,NULL
615,6220,1,Patrol car detention,NULL,NULL
616,6220,1,Search of person was conducted,NULL,NULL
617,6221,1,Curbside detention,NULL,NULL
618,6222,1,None,NULL,NULL
619,6223,1,None,NULL,NULL
620,6224,1,Handcuffed or flex cuffed,NULL,NULL
621,6224,1,Person photographed,NULL,NULL
622,6224,1,Physical or Vehicle contact,NULL,NULL
623,6224,1,Search of person was conducted,NULL,NULL
624,6225,1,Asked for consent to search person,TRUE,NULL
625,6225,1,Asked for consent to search property,NULL,TRUE
626,6225,1,Person removed from vehicle by order,NULL,NULL
627,6225,1,Property was seized,NULL,NULL
628,6225,1,Search of property was conducted,NULL,NULL
629,6226,1,Asked for consent to search person,TRUE,NULL
630,6226,1,Curbside detention,NULL,NULL
631,6226,1,Search of person was conducted,NULL,NULL
632,6227,1,None,NULL,NULL
633,6228,1,None,NULL,NULL
634,6229,1,None,NULL,NULL
635,6229,2,None,NULL,NULL
636,6230,1,None,NULL,NULL
637,6231,1,None,NULL,NULL
638,6232,1,None,NULL,NULL
639,6233,1,None,NULL,NULL
640,6233,2,None,NULL,NULL
641,6234,1,None,NULL,NULL
642,6235,1,None,NULL,NULL
643,6236,1,None,NULL,NULL
644,6237,1,Field sobriety test conducted,NULL,NULL
645,6237,1,Handcuffed or flex cuffed,NULL,NULL
646,6237,1,Person removed from vehicle by order,NULL,NULL
647,6237,1,Search of person was conducted,NULL,NULL
